cv_method,n_sites,n_predictions,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,total_time_seconds
LOSO,28,7551,0.5708290274987845,0.4417939528493038,0.34702333902905613,4.216899450255589,2.6856802354329288,0.31666308007444677,41.38875912502408
