cv_method,n_folds,n_predictions,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,r2_log_std,total_time_seconds
Spatial_Block,5,7551,0.6581698098595831,0.507709549116532,0.1319165538928937,4.642651351773105,2.9576474213179176,0.17171358939639148,0.2571563778413024,11.066427486017346
