timestamp, index, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], temperature.gpu, power.draw [W]
2026/03/27 21:26:07.050, 2, 0 %, 0 %, 2760 MiB, 49140 MiB, 63, 147.91 W
2026/03/27 21:26:07.050, 3, 95 %, 9 %, 2746 MiB, 49140 MiB, 47, 146.46 W
2026/03/27 21:26:37.051, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 167.30 W
2026/03/27 21:26:37.051, 1, 0 %, 0 %, 526 MiB, 49140 MiB, 60, 84.28 W
2026/03/27 21:26:37.051, 2, 100 %, 3 %, 2760 MiB, 49140 MiB, 64, 171.46 W
2026/03/27 21:26:37.051, 3, 95 %, 9 %, 2746 MiB, 49140 MiB, 53, 147.84 W
2026/03/27 21:27:07.052, 0, 100 %, 5 %, 4039 MiB, 49140 MiB, 63, 164.99 W
2026/03/27 21:27:07.053, 1, 0 %, 0 %, 526 MiB, 49140 MiB, 52, 19.61 W
2026/03/27 21:27:07.053, 2, 41 %, 33 %, 2760 MiB, 49140 MiB, 65, 166.22 W
2026/03/27 21:27:07.053, 3, 94 %, 9 %, 2746 MiB, 49140 MiB, 56, 151.32 W
2026/03/27 21:27:37.054, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 168.82 W
2026/03/27 21:27:37.054, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 55, 148.55 W
2026/03/27 21:27:37.054, 2, 66 %, 16 %, 2760 MiB, 49140 MiB, 65, 166.70 W
2026/03/27 21:27:37.054, 3, 66 %, 16 %, 2746 MiB, 49140 MiB, 58, 149.71 W
2026/03/27 21:28:07.055, 0, 82 %, 9 %, 4039 MiB, 49140 MiB, 63, 164.29 W
2026/03/27 21:28:07.055, 1, 0 %, 0 %, 2718 MiB, 49140 MiB, 57, 153.26 W
2026/03/27 21:28:07.055, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 65, 169.06 W
2026/03/27 21:28:07.056, 3, 69 %, 8 %, 2746 MiB, 49140 MiB, 59, 156.41 W
2026/03/27 21:28:37.056, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 175.01 W
2026/03/27 21:28:37.057, 1, 94 %, 10 %, 2718 MiB, 49140 MiB, 61, 157.33 W
2026/03/27 21:28:37.057, 2, 0 %, 0 %, 2762 MiB, 49140 MiB, 63, 152.07 W
2026/03/27 21:28:37.057, 3, 82 %, 24 %, 2746 MiB, 49140 MiB, 59, 144.99 W
2026/03/27 21:29:07.058, 0, 94 %, 24 %, 4039 MiB, 49140 MiB, 63, 167.57 W
2026/03/27 21:29:07.058, 1, 93 %, 9 %, 2718 MiB, 49140 MiB, 62, 157.95 W
2026/03/27 21:29:07.058, 2, 100 %, 7 %, 2762 MiB, 49140 MiB, 65, 166.47 W
2026/03/27 21:29:07.058, 3, 100 %, 5 %, 2746 MiB, 49140 MiB, 60, 151.12 W
2026/03/27 21:29:37.059, 0, 44 %, 25 %, 4039 MiB, 49140 MiB, 63, 167.78 W
2026/03/27 21:29:37.059, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 63, 158.27 W
2026/03/27 21:29:37.060, 2, 41 %, 14 %, 2762 MiB, 49140 MiB, 65, 155.51 W
2026/03/27 21:29:37.060, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 61, 152.56 W
2026/03/27 21:30:07.061, 0, 100 %, 4 %, 4039 MiB, 49140 MiB, 62, 163.55 W
2026/03/27 21:30:07.061, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 64, 142.50 W
2026/03/27 21:30:07.061, 2, 59 %, 15 %, 2762 MiB, 49140 MiB, 65, 164.93 W
2026/03/27 21:30:07.061, 3, 94 %, 10 %, 2746 MiB, 49140 MiB, 60, 149.44 W
2026/03/27 21:30:37.061, 0, 49 %, 25 %, 4039 MiB, 49140 MiB, 63, 167.39 W
2026/03/27 21:30:37.061, 1, 71 %, 7 %, 2718 MiB, 49140 MiB, 64, 162.14 W
2026/03/27 21:30:37.061, 2, 12 %, 12 %, 2762 MiB, 49140 MiB, 65, 163.91 W
2026/03/27 21:30:37.061, 3, 68 %, 36 %, 2746 MiB, 49140 MiB, 61, 150.23 W
2026/03/27 21:31:07.061, 0, 100 %, 20 %, 4039 MiB, 49140 MiB, 62, 171.74 W
2026/03/27 21:31:07.061, 1, 91 %, 19 %, 2718 MiB, 49140 MiB, 65, 153.25 W
2026/03/27 21:31:07.062, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 66, 159.77 W
2026/03/27 21:31:07.062, 3, 95 %, 24 %, 2746 MiB, 49140 MiB, 60, 147.89 W
2026/03/27 21:31:37.062, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 62, 166.49 W
2026/03/27 21:31:37.062, 1, 0 %, 0 %, 2718 MiB, 49140 MiB, 65, 146.40 W
2026/03/27 21:31:37.062, 2, 92 %, 10 %, 2762 MiB, 49140 MiB, 65, 166.74 W
2026/03/27 21:31:37.062, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 60, 156.06 W
2026/03/27 21:32:07.062, 0, 86 %, 22 %, 4039 MiB, 49140 MiB, 62, 167.91 W
2026/03/27 21:32:07.062, 1, 73 %, 18 %, 2718 MiB, 49140 MiB, 66, 164.72 W
2026/03/27 21:32:07.062, 2, 100 %, 11 %, 2762 MiB, 49140 MiB, 65, 172.25 W
2026/03/27 21:32:07.062, 3, 100 %, 7 %, 2746 MiB, 49140 MiB, 61, 160.88 W
2026/03/27 21:32:37.062, 0, 65 %, 23 %, 4039 MiB, 49140 MiB, 61, 142.63 W
2026/03/27 21:32:37.062, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 156.29 W
2026/03/27 21:32:37.063, 2, 66 %, 16 %, 2762 MiB, 49140 MiB, 66, 154.10 W
2026/03/27 21:32:37.063, 3, 94 %, 9 %, 2746 MiB, 49140 MiB, 61, 153.95 W
2026/03/27 21:33:07.063, 0, 72 %, 27 %, 4039 MiB, 49140 MiB, 63, 170.82 W
2026/03/27 21:33:07.063, 1, 35 %, 28 %, 2718 MiB, 49140 MiB, 65, 131.64 W
2026/03/27 21:33:07.063, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 64, 176.77 W
2026/03/27 21:33:07.063, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 61, 157.62 W
2026/03/27 21:33:37.063, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 62, 168.84 W
2026/03/27 21:33:37.063, 1, 71 %, 31 %, 2718 MiB, 49140 MiB, 65, 162.37 W
2026/03/27 21:33:37.063, 2, 100 %, 4 %, 2762 MiB, 49140 MiB, 64, 166.40 W
2026/03/27 21:33:37.063, 3, 60 %, 34 %, 2746 MiB, 49140 MiB, 62, 154.89 W
2026/03/27 21:34:07.063, 0, 95 %, 23 %, 4039 MiB, 49140 MiB, 62, 169.28 W
2026/03/27 21:34:07.063, 1, 85 %, 9 %, 2718 MiB, 49140 MiB, 65, 155.64 W
2026/03/27 21:34:07.064, 2, 82 %, 17 %, 2762 MiB, 49140 MiB, 65, 171.53 W
2026/03/27 21:34:07.064, 3, 92 %, 9 %, 2746 MiB, 49140 MiB, 61, 149.98 W
2026/03/27 21:34:37.064, 0, 100 %, 23 %, 4039 MiB, 49140 MiB, 62, 164.35 W
2026/03/27 21:34:37.064, 1, 93 %, 9 %, 2718 MiB, 49140 MiB, 66, 155.30 W
2026/03/27 21:34:37.064, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 65, 162.44 W
2026/03/27 21:34:37.064, 3, 57 %, 22 %, 2746 MiB, 49140 MiB, 62, 149.08 W
2026/03/27 21:35:07.064, 0, 100 %, 4 %, 4039 MiB, 49140 MiB, 63, 160.45 W
2026/03/27 21:35:07.064, 1, 72 %, 18 %, 2718 MiB, 49140 MiB, 65, 156.92 W
2026/03/27 21:35:07.064, 2, 53 %, 21 %, 2762 MiB, 49140 MiB, 63, 169.35 W
2026/03/27 21:35:07.064, 3, 34 %, 13 %, 2746 MiB, 49140 MiB, 61, 155.44 W
2026/03/27 21:35:37.064, 0, 72 %, 18 %, 4039 MiB, 49140 MiB, 62, 156.58 W
2026/03/27 21:35:37.065, 1, 100 %, 5 %, 2718 MiB, 49140 MiB, 65, 163.27 W
2026/03/27 21:35:37.065, 2, 93 %, 23 %, 2762 MiB, 49140 MiB, 65, 168.35 W
2026/03/27 21:35:37.065, 3, 65 %, 31 %, 2746 MiB, 49140 MiB, 61, 153.74 W
2026/03/27 21:36:07.065, 0, 87 %, 10 %, 4039 MiB, 49140 MiB, 63, 166.46 W
2026/03/27 21:36:07.065, 1, 47 %, 30 %, 2718 MiB, 49140 MiB, 65, 129.59 W
2026/03/27 21:36:07.065, 2, 94 %, 8 %, 2762 MiB, 49140 MiB, 65, 174.86 W
2026/03/27 21:36:07.065, 3, 100 %, 4 %, 2746 MiB, 49140 MiB, 61, 157.94 W
2026/03/27 21:36:37.066, 0, 93 %, 10 %, 4039 MiB, 49140 MiB, 62, 157.48 W
2026/03/27 21:36:37.066, 1, 97 %, 8 %, 2718 MiB, 49140 MiB, 66, 160.00 W
2026/03/27 21:36:37.066, 2, 93 %, 10 %, 2762 MiB, 49140 MiB, 65, 163.06 W
2026/03/27 21:36:37.066, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 61, 163.18 W
2026/03/27 21:37:07.067, 0, 71 %, 17 %, 4039 MiB, 49140 MiB, 63, 165.56 W
2026/03/27 21:37:07.067, 1, 99 %, 24 %, 2718 MiB, 49140 MiB, 65, 157.55 W
2026/03/27 21:37:07.068, 2, 93 %, 9 %, 2762 MiB, 49140 MiB, 65, 162.65 W
2026/03/27 21:37:07.068, 3, 63 %, 23 %, 2746 MiB, 49140 MiB, 61, 138.38 W
2026/03/27 21:37:37.069, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 172.92 W
2026/03/27 21:37:37.069, 1, 70 %, 14 %, 2718 MiB, 49140 MiB, 65, 160.25 W
2026/03/27 21:37:37.069, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 65, 162.34 W
2026/03/27 21:37:37.069, 3, 49 %, 35 %, 2746 MiB, 49140 MiB, 61, 159.80 W
2026/03/27 21:38:07.070, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 166.53 W
2026/03/27 21:38:07.070, 1, 77 %, 23 %, 2718 MiB, 49140 MiB, 65, 153.92 W
2026/03/27 21:38:07.070, 2, 79 %, 24 %, 2762 MiB, 49140 MiB, 64, 167.51 W
2026/03/27 21:38:07.070, 3, 97 %, 24 %, 2746 MiB, 49140 MiB, 61, 153.01 W
2026/03/27 21:38:37.071, 0, 81 %, 9 %, 4039 MiB, 49140 MiB, 63, 158.86 W
2026/03/27 21:38:37.071, 1, 100 %, 24 %, 2718 MiB, 49140 MiB, 65, 156.97 W
2026/03/27 21:38:37.072, 2, 86 %, 24 %, 2762 MiB, 49140 MiB, 65, 166.66 W
2026/03/27 21:38:37.072, 3, 57 %, 15 %, 2746 MiB, 49140 MiB, 61, 154.85 W
2026/03/27 21:39:07.073, 0, 100 %, 4 %, 4039 MiB, 49140 MiB, 63, 167.92 W
2026/03/27 21:39:07.073, 1, 100 %, 5 %, 2718 MiB, 49140 MiB, 67, 155.87 W
2026/03/27 21:39:07.073, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 65, 162.01 W
2026/03/27 21:39:07.073, 3, 100 %, 4 %, 2746 MiB, 49140 MiB, 62, 143.07 W
2026/03/27 21:39:37.074, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 163.46 W
2026/03/27 21:39:37.074, 1, 100 %, 7 %, 2718 MiB, 49140 MiB, 65, 163.30 W
2026/03/27 21:39:37.074, 2, 100 %, 4 %, 2762 MiB, 49140 MiB, 64, 169.21 W
2026/03/27 21:39:37.074, 3, 95 %, 9 %, 2746 MiB, 49140 MiB, 62, 163.23 W
2026/03/27 21:40:07.075, 0, 0 %, 0 %, 4039 MiB, 49140 MiB, 62, 166.24 W
2026/03/27 21:40:07.075, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 154.93 W
2026/03/27 21:40:07.076, 2, 100 %, 17 %, 2762 MiB, 49140 MiB, 66, 173.81 W
2026/03/27 21:40:07.076, 3, 52 %, 34 %, 2746 MiB, 49140 MiB, 61, 151.32 W
2026/03/27 21:40:37.076, 0, 100 %, 19 %, 4039 MiB, 49140 MiB, 63, 169.18 W
2026/03/27 21:40:37.077, 1, 100 %, 5 %, 2718 MiB, 49140 MiB, 66, 161.66 W
2026/03/27 21:40:37.077, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 65, 178.62 W
2026/03/27 21:40:37.077, 3, 100 %, 22 %, 2746 MiB, 49140 MiB, 60, 154.34 W
2026/03/27 21:41:07.078, 0, 62 %, 14 %, 4039 MiB, 49140 MiB, 62, 163.17 W
2026/03/27 21:41:07.078, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 153.31 W
2026/03/27 21:41:07.078, 2, 34 %, 13 %, 2762 MiB, 49140 MiB, 65, 163.25 W
2026/03/27 21:41:07.078, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 61, 163.12 W
2026/03/27 21:41:37.079, 0, 47 %, 28 %, 4039 MiB, 49140 MiB, 63, 168.24 W
2026/03/27 21:41:37.079, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 157.57 W
2026/03/27 21:41:37.079, 2, 100 %, 15 %, 2762 MiB, 49140 MiB, 64, 156.11 W
2026/03/27 21:41:37.079, 3, 82 %, 9 %, 2746 MiB, 49140 MiB, 61, 159.19 W
2026/03/27 21:42:07.080, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 62, 165.09 W
2026/03/27 21:42:07.081, 1, 95 %, 9 %, 2718 MiB, 49140 MiB, 65, 156.74 W
2026/03/27 21:42:07.081, 2, 83 %, 23 %, 2762 MiB, 49140 MiB, 65, 170.51 W
2026/03/27 21:42:07.081, 3, 61 %, 33 %, 2746 MiB, 49140 MiB, 62, 149.50 W
2026/03/27 21:42:37.082, 0, 66 %, 34 %, 4039 MiB, 49140 MiB, 63, 166.93 W
2026/03/27 21:42:37.082, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 66, 160.22 W
2026/03/27 21:42:37.082, 2, 44 %, 21 %, 2762 MiB, 49140 MiB, 63, 165.18 W
2026/03/27 21:42:37.082, 3, 95 %, 9 %, 2746 MiB, 49140 MiB, 61, 159.37 W
2026/03/27 21:43:07.083, 0, 64 %, 24 %, 4039 MiB, 49140 MiB, 63, 159.12 W
2026/03/27 21:43:07.083, 1, 100 %, 4 %, 2718 MiB, 49140 MiB, 66, 163.48 W
2026/03/27 21:43:07.083, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 64, 161.38 W
2026/03/27 21:43:07.083, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 61, 164.48 W
2026/03/27 21:43:37.084, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 165.48 W
2026/03/27 21:43:37.084, 1, 86 %, 22 %, 2718 MiB, 49140 MiB, 65, 123.49 W
2026/03/27 21:43:37.085, 2, 100 %, 24 %, 2762 MiB, 49140 MiB, 66, 164.56 W
2026/03/27 21:43:37.085, 3, 100 %, 4 %, 2746 MiB, 49140 MiB, 61, 151.93 W
2026/03/27 21:44:07.085, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 157.83 W
2026/03/27 21:44:07.086, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 152.24 W
2026/03/27 21:44:07.086, 2, 67 %, 24 %, 2762 MiB, 49140 MiB, 65, 167.18 W
2026/03/27 21:44:07.086, 3, 50 %, 23 %, 2746 MiB, 49140 MiB, 59, 161.06 W
2026/03/27 21:44:37.087, 0, 83 %, 24 %, 4039 MiB, 49140 MiB, 63, 168.42 W
2026/03/27 21:44:37.087, 1, 94 %, 9 %, 2718 MiB, 49140 MiB, 64, 137.35 W
2026/03/27 21:44:37.087, 2, 93 %, 9 %, 2762 MiB, 49140 MiB, 65, 155.12 W
2026/03/27 21:44:37.087, 3, 0 %, 0 %, 2746 MiB, 49140 MiB, 62, 163.99 W
2026/03/27 21:45:07.088, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 163.57 W
2026/03/27 21:45:07.089, 1, 91 %, 19 %, 2718 MiB, 49140 MiB, 65, 157.07 W
2026/03/27 21:45:07.089, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 64, 144.67 W
2026/03/27 21:45:07.089, 3, 95 %, 24 %, 2746 MiB, 49140 MiB, 61, 159.27 W
2026/03/27 21:45:37.090, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 64, 166.42 W
2026/03/27 21:45:37.090, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 163.66 W
2026/03/27 21:45:37.090, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 64, 152.92 W
2026/03/27 21:45:37.090, 3, 14 %, 13 %, 2746 MiB, 49140 MiB, 61, 161.60 W
2026/03/27 21:46:07.091, 0, 87 %, 14 %, 4039 MiB, 49140 MiB, 63, 167.51 W
2026/03/27 21:46:07.091, 1, 100 %, 13 %, 2718 MiB, 49140 MiB, 64, 158.90 W
2026/03/27 21:46:07.091, 2, 98 %, 24 %, 2762 MiB, 49140 MiB, 66, 154.61 W
2026/03/27 21:46:07.091, 3, 78 %, 26 %, 2746 MiB, 49140 MiB, 62, 155.30 W
2026/03/27 21:46:37.092, 0, 50 %, 35 %, 4039 MiB, 49140 MiB, 64, 169.85 W
2026/03/27 21:46:37.093, 1, 92 %, 9 %, 2718 MiB, 49140 MiB, 65, 146.32 W
2026/03/27 21:46:37.093, 2, 54 %, 23 %, 2762 MiB, 49140 MiB, 65, 171.13 W
2026/03/27 21:46:37.093, 3, 0 %, 0 %, 2746 MiB, 49140 MiB, 60, 152.98 W
2026/03/27 21:47:07.094, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 171.71 W
2026/03/27 21:47:07.094, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 159.30 W
2026/03/27 21:47:07.094, 2, 94 %, 8 %, 2762 MiB, 49140 MiB, 64, 168.12 W
2026/03/27 21:47:07.094, 3, 62 %, 34 %, 2746 MiB, 49140 MiB, 61, 160.66 W
2026/03/27 21:47:37.095, 0, 100 %, 12 %, 4039 MiB, 49140 MiB, 62, 163.53 W
2026/03/27 21:47:37.095, 1, 91 %, 9 %, 2718 MiB, 49140 MiB, 64, 141.48 W
2026/03/27 21:47:37.095, 2, 100 %, 15 %, 2762 MiB, 49140 MiB, 66, 151.21 W
2026/03/27 21:47:37.095, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 61, 156.63 W
2026/03/27 21:48:07.096, 0, 64 %, 26 %, 4039 MiB, 49140 MiB, 63, 148.18 W
2026/03/27 21:48:07.096, 1, 13 %, 13 %, 2718 MiB, 49140 MiB, 63, 161.27 W
2026/03/27 21:48:07.096, 2, 100 %, 9 %, 2762 MiB, 49140 MiB, 66, 162.46 W
2026/03/27 21:48:07.097, 3, 95 %, 9 %, 2746 MiB, 49140 MiB, 61, 160.03 W
2026/03/27 21:48:37.097, 0, 93 %, 9 %, 4039 MiB, 49140 MiB, 63, 166.20 W
2026/03/27 21:48:37.098, 1, 0 %, 0 %, 2718 MiB, 49140 MiB, 64, 162.20 W
2026/03/27 21:48:37.098, 2, 76 %, 31 %, 2762 MiB, 49140 MiB, 66, 166.38 W
2026/03/27 21:48:37.098, 3, 86 %, 21 %, 2746 MiB, 49140 MiB, 61, 150.60 W
2026/03/27 21:49:07.099, 0, 94 %, 9 %, 4039 MiB, 49140 MiB, 62, 166.68 W
2026/03/27 21:49:07.099, 1, 75 %, 18 %, 2718 MiB, 49140 MiB, 65, 134.39 W
2026/03/27 21:49:07.099, 2, 38 %, 21 %, 2762 MiB, 49140 MiB, 63, 169.15 W
2026/03/27 21:49:07.099, 3, 50 %, 21 %, 2746 MiB, 49140 MiB, 62, 157.12 W
2026/03/27 21:49:37.100, 0, 61 %, 29 %, 4039 MiB, 49140 MiB, 63, 166.12 W
2026/03/27 21:49:37.100, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 64, 121.85 W
2026/03/27 21:49:37.100, 2, 94 %, 9 %, 2762 MiB, 49140 MiB, 65, 176.34 W
2026/03/27 21:49:37.100, 3, 74 %, 25 %, 2746 MiB, 49140 MiB, 61, 160.49 W
2026/03/27 21:50:07.101, 0, 92 %, 13 %, 4039 MiB, 49140 MiB, 63, 157.18 W
2026/03/27 21:50:07.102, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 64, 167.04 W
2026/03/27 21:50:07.102, 2, 80 %, 35 %, 2762 MiB, 49140 MiB, 65, 174.17 W
2026/03/27 21:50:07.102, 3, 72 %, 18 %, 2746 MiB, 49140 MiB, 61, 164.55 W
2026/03/27 21:50:37.103, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 63, 170.98 W
2026/03/27 21:50:37.103, 1, 63 %, 22 %, 2718 MiB, 49140 MiB, 63, 156.83 W
2026/03/27 21:50:37.103, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 66, 173.92 W
2026/03/27 21:50:37.103, 3, 99 %, 7 %, 2746 MiB, 49140 MiB, 61, 150.82 W
2026/03/27 21:51:07.104, 0, 63 %, 14 %, 4039 MiB, 49140 MiB, 63, 167.10 W
2026/03/27 21:51:07.104, 1, 72 %, 17 %, 2718 MiB, 49140 MiB, 66, 157.84 W
2026/03/27 21:51:07.104, 2, 100 %, 4 %, 2762 MiB, 49140 MiB, 65, 165.22 W
2026/03/27 21:51:07.104, 3, 32 %, 22 %, 2746 MiB, 49140 MiB, 60, 155.81 W
2026/03/27 21:51:37.105, 0, 4 %, 4 %, 4039 MiB, 49140 MiB, 62, 167.65 W
2026/03/27 21:51:37.105, 1, 0 %, 0 %, 2718 MiB, 49140 MiB, 63, 152.08 W
2026/03/27 21:51:37.105, 2, 44 %, 34 %, 2762 MiB, 49140 MiB, 65, 160.40 W
2026/03/27 21:51:37.106, 3, 76 %, 24 %, 2746 MiB, 49140 MiB, 60, 154.46 W
2026/03/27 21:52:07.107, 0, 94 %, 10 %, 4039 MiB, 49140 MiB, 63, 167.35 W
2026/03/27 21:52:07.107, 1, 100 %, 22 %, 2718 MiB, 49140 MiB, 64, 148.27 W
2026/03/27 21:52:07.107, 2, 80 %, 24 %, 2762 MiB, 49140 MiB, 66, 157.58 W
2026/03/27 21:52:07.107, 3, 85 %, 24 %, 2746 MiB, 49140 MiB, 61, 158.22 W
2026/03/27 21:52:37.108, 0, 91 %, 24 %, 4039 MiB, 49140 MiB, 63, 170.95 W
2026/03/27 21:52:37.108, 1, 100 %, 4 %, 2718 MiB, 49140 MiB, 64, 163.16 W
2026/03/27 21:52:37.108, 2, 100 %, 6 %, 2762 MiB, 49140 MiB, 65, 163.80 W
2026/03/27 21:52:37.108, 3, 95 %, 24 %, 2746 MiB, 49140 MiB, 62, 147.82 W
2026/03/27 21:53:07.109, 0, 72 %, 18 %, 4039 MiB, 49140 MiB, 63, 155.45 W
2026/03/27 21:53:07.110, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 161.28 W
2026/03/27 21:53:07.110, 2, 0 %, 0 %, 2762 MiB, 49140 MiB, 66, 170.39 W
2026/03/27 21:53:07.110, 3, 92 %, 24 %, 2746 MiB, 49140 MiB, 61, 158.88 W
2026/03/27 21:53:37.111, 0, 93 %, 24 %, 4039 MiB, 49140 MiB, 62, 173.28 W
2026/03/27 21:53:37.111, 1, 83 %, 21 %, 2718 MiB, 49140 MiB, 64, 165.23 W
2026/03/27 21:53:37.111, 2, 69 %, 31 %, 2762 MiB, 49140 MiB, 65, 169.06 W
2026/03/27 21:53:37.111, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 62, 143.45 W
2026/03/27 21:54:07.112, 0, 100 %, 3 %, 4039 MiB, 49140 MiB, 62, 162.87 W
2026/03/27 21:54:07.112, 1, 93 %, 10 %, 2718 MiB, 49140 MiB, 65, 158.35 W
2026/03/27 21:54:07.112, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 65, 158.39 W
2026/03/27 21:54:07.112, 3, 80 %, 18 %, 2746 MiB, 49140 MiB, 61, 141.43 W
2026/03/27 21:54:37.113, 0, 49 %, 23 %, 4039 MiB, 49140 MiB, 61, 160.62 W
2026/03/27 21:54:37.113, 1, 67 %, 25 %, 2718 MiB, 49140 MiB, 65, 149.79 W
2026/03/27 21:54:37.113, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 65, 166.00 W
2026/03/27 21:54:37.114, 3, 100 %, 10 %, 2746 MiB, 49140 MiB, 62, 157.45 W
2026/03/27 21:55:07.114, 0, 52 %, 23 %, 4039 MiB, 49140 MiB, 62, 155.79 W
2026/03/27 21:55:07.115, 1, 62 %, 34 %, 2718 MiB, 49140 MiB, 65, 160.43 W
2026/03/27 21:55:07.115, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 65, 170.09 W
2026/03/27 21:55:07.115, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 61, 162.46 W
2026/03/27 21:55:37.116, 0, 92 %, 9 %, 4039 MiB, 49140 MiB, 63, 164.04 W
2026/03/27 21:55:37.116, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 149.42 W
2026/03/27 21:55:37.116, 2, 94 %, 9 %, 2762 MiB, 49140 MiB, 65, 157.12 W
2026/03/27 21:55:37.116, 3, 85 %, 23 %, 2746 MiB, 49140 MiB, 61, 160.07 W
2026/03/27 21:56:07.117, 0, 86 %, 9 %, 4039 MiB, 49140 MiB, 63, 159.53 W
2026/03/27 21:56:07.117, 1, 74 %, 18 %, 2718 MiB, 49140 MiB, 65, 151.96 W
2026/03/27 21:56:07.117, 2, 70 %, 22 %, 2762 MiB, 49140 MiB, 66, 157.93 W
2026/03/27 21:56:07.117, 3, 100 %, 3 %, 2746 MiB, 49140 MiB, 61, 150.06 W
2026/03/27 21:56:37.118, 0, 49 %, 14 %, 4039 MiB, 49140 MiB, 63, 167.32 W
2026/03/27 21:56:37.119, 1, 87 %, 9 %, 2718 MiB, 49140 MiB, 65, 138.22 W
2026/03/27 21:56:37.119, 2, 72 %, 18 %, 2762 MiB, 49140 MiB, 65, 173.93 W
2026/03/27 21:56:37.119, 3, 91 %, 23 %, 2746 MiB, 49140 MiB, 59, 157.30 W
2026/03/27 21:57:07.120, 0, 70 %, 22 %, 4039 MiB, 49140 MiB, 62, 158.76 W
2026/03/27 21:57:07.120, 1, 73 %, 18 %, 2718 MiB, 49140 MiB, 65, 164.84 W
2026/03/27 21:57:07.120, 2, 48 %, 14 %, 2762 MiB, 49140 MiB, 64, 152.44 W
2026/03/27 21:57:07.120, 3, 94 %, 9 %, 2746 MiB, 49140 MiB, 61, 163.22 W
2026/03/27 21:57:37.121, 0, 100 %, 5 %, 4039 MiB, 49140 MiB, 64, 174.67 W
2026/03/27 21:57:37.121, 1, 100 %, 3 %, 2718 MiB, 49140 MiB, 65, 153.32 W
2026/03/27 21:57:37.121, 2, 100 %, 3 %, 2762 MiB, 49140 MiB, 65, 170.84 W
2026/03/27 21:57:37.121, 3, 76 %, 13 %, 2746 MiB, 49140 MiB, 61, 159.46 W
2026/03/27 21:58:07.122, 0, 73 %, 34 %, 4039 MiB, 49140 MiB, 63, 153.24 W
2026/03/27 21:58:07.123, 1, 95 %, 9 %, 2718 MiB, 49140 MiB, 65, 158.12 W
2026/03/27 21:58:07.123, 2, 0 %, 0 %, 2762 MiB, 49140 MiB, 63, 172.96 W
2026/03/27 21:58:07.123, 3, 8 %, 8 %, 2746 MiB, 49140 MiB, 60, 152.88 W
