n_inducing,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,mean_train_time,mean_infer_time,mean_ip_time,mean_fold_time,total_wall_time,mean_stopped_epoch,n_predictions
4096,0.5242524716184843,0.4117447212765549,0.35354337124400936,8.775013066714378,5.345946141368694,0.27762852277345107,350.091097174678,0.30926391296088696,101.56894765095785,451.96930873859674,451.96930873859674,1.0,5747
