n_inducing,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,mean_train_time,mean_infer_time,mean_ip_time,mean_fold_time,total_wall_time,mean_stopped_epoch,n_predictions
4096,0.7058130034440733,0.5147518467994756,-0.07402699719605255,4.257811050138787,3.0572598381187768,0.11018833877767487,344.0122467740439,0.20769173372536898,195.32900230307132,539.5489408108406,539.5489408108406,1.0,3338
