cv_method,n_folds,n_predictions,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,r2_log_std,total_time_seconds,years
Spatial_Block,5,7551,0.6581698098595831,0.507709549116532,0.1319165538928937,4.642651351773105,2.9576474213179176,0.1717135893963914,0.2571563778413024,11.066427486017346,2019
Spatial_Block,5,15080,0.5919708994364873,0.4495176020449986,0.3652587235742448,5.62280824558117,3.118803155658341,0.3012930159200536,0.1477051603058922,10.217541012912989,2018-2019
Spatial_Block,5,15080,0.5919708994364873,0.4495176020449986,0.3652587235742448,5.62280824558117,3.118803155658341,0.3012930159200536,0.1477051603058922,9.816258179023862,2018-2019
Spatial_Block,5,15080,0.5919708994364873,0.4495176020449986,0.3652587235742448,5.62280824558117,3.118803155658341,0.3012930159200536,0.1477051603058922,10.22104500606656,2018-2019
Spatial_Block,5,7551,0.6581698098595831,0.507709549116532,0.1319165538928937,4.642651351773105,2.9576474213179176,0.1717135893963914,0.2571563778413024,10.34002809599042,2019
Spatial_Block,5,15080,0.6007578398825496,0.45841730110393997,0.3462752626800413,5.621146232783174,3.2043788321060354,0.30170600824484284,0.13200370981286208,12.843296483159065,2018-2019
