site,state,n_inducing,n_train,n_test,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,train_time,infer_time,ip_time,total_time,stopped_epoch,param_base_scale,param_summer_scale,param_winter_scale,param_seasonal_scale,param_aot_period_days,param_smog_period_days,param_residual_period_days,param_noise
108720_47582,MT,4096,1881145,1999,0.423302640114521,0.3292239854395771,0.401627175501724,2.9806785564592686,1.434584324320535,0.3721768159004549,387.16188502684236,0.15198231535032392,74.88377200532705,462.1976393475197,1,0.3683302104473114,0.6340910196304321,0.6024359464645386,0.682301938533783,408.4662529637684,418.17781747294583,395.28782794635873,0.7296869158744812
