site,state,n_inducing,n_train,n_test,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,train_time,infer_time,ip_time,total_time,stopped_epoch,param_base_scale,param_summer_scale,param_winter_scale,param_seasonal_scale,param_aot_period_days,param_smog_period_days,param_residual_period_days,param_noise
108512_45780,MT,256,1879806,3338,0.6133090294281531,0.44643311036798183,0.18904901649968886,3.8374989213618997,2.594073221949285,0.2771938213140278,1370.937231647782,0.035638957750052214,23.72727341298014,1394.7001440185122,50,0.0835079699754715,0.414742648601532,0.3278532326221466,0.6975744962692261,568.5695083988012,584.7124271058143,503.1266604752949,0.22457683086395264
108512_45780,MT,512,1879806,3338,0.670870776666819,0.4835743662666789,0.029683009243437586,4.044020320481089,2.8658817361909787,0.1973023678617536,1502.5940197738819,0.024393318686634302,11.939410528168082,1514.5578236207366,50,0.10344484448432922,0.48005369305610657,0.3508090078830719,0.6722970604896545,539.9574548100616,590.1371865954093,439.03273549921806,0.2159729152917862
108512_45780,MT,1024,1879806,3338,0.7360640180363478,0.5345268115335058,-0.16806514214971235,4.526153524878858,3.291631055169912,-0.005504191579861262,2334.6723000989296,0.029796749353408813,22.211115882731974,2356.913212731015,50,0.11211110651493073,0.48832857608795166,0.39813128113746643,0.6547703146934509,538.0358578032447,594.39126465835,402.4897416720904,0.20600353181362152
108512_45780,MT,2048,1879806,3338,0.7262193500379093,0.5254586444710251,-0.13702894495736806,4.410336972200588,3.2092701977071147,0.04529571986833181,5321.028635072056,0.06564044998958707,39.5974645530805,5360.691740075126,50,0.12338360399007797,0.502320408821106,0.42195719480514526,0.6535585522651672,538.4938254705818,557.8435776088463,378.4603926421262,0.19623702764511108
108512_45780,MT,4096,1879806,3338,0.7399166562919732,0.536406294690891,-0.1803246995518848,4.4257410799265005,3.269777554420503,0.03861502841922204,17417.21100305114,0.2072769980877638,165.1286118030548,17582.546891852282,50,0.13682742416858673,0.5084433555603027,0.42772528529167175,0.6560728549957275,473.07388854663157,495.4196323625239,380.1157123600501,0.1893417239189148
105103_48308,MT,256,1881310,1834,0.462312315874602,0.37938220125873484,0.19276321857224643,3.471029020209958,1.9968293894078244,0.18751164422288158,1361.6099511543289,0.020603747107088566,22.8271897546947,1384.4577446561307,50,0.07757820934057236,0.40743476152420044,0.3393145203590393,0.6963455080986023,548.0455295410525,599.2560568906631,503.9097178573956,0.2240726202726364
105103_48308,MT,512,1881310,1834,0.4823440866587852,0.4001695665307906,0.12129330935035754,3.5702460799665796,2.1384991285455137,0.14039890871774696,1538.1732156113721,0.023130207788199186,11.35900761373341,1549.5553534328938,50,0.1112694963812828,0.47522175312042236,0.37488558888435364,0.6793514490127563,548.769356993968,586.0268649510665,497.1952757873677,0.21643446385860443
105103_48308,MT,1024,1881310,1834,0.544692058849987,0.4624195776839719,-0.12055222768994356,3.8687709559712977,2.543928277479523,-0.009361403258534517,2360.395361416042,0.02655414305627346,18.90432917000726,2379.3262447291054,50,0.11515142023563385,0.48236143589019775,0.39437153935432434,0.6449280977249146,547.4753697025919,588.111193296623,408.00432140773,0.20587760210037231
105103_48308,MT,2048,1881310,1834,0.6449444014506498,0.5633775727757385,-0.5709941587707958,4.468555624404409,3.2259750198771937,-0.34658878445401387,5272.598146988079,0.045401584822684526,29.748530600685626,5302.392079173587,50,0.12128620594739914,0.49854618310928345,0.4086822271347046,0.6419779658317566,529.3531384978636,575.9075623622658,380.353789726806,0.19623006880283356
105103_48308,MT,4096,1881310,1834,0.6971777146647703,0.6174824206276854,-0.8357646757237007,4.635474126504353,3.5458821664589704,-0.44906871047974706,17462.596479009837,0.1509344303049147,154.4946408951655,17617.242054335307,50,0.1389656811952591,0.48984986543655396,0.4544294476509094,0.6468414068222046,482.70161890597007,500.97459072297323,379.2909599093251,0.1894843429327011
112501_46003,MT,256,1878233,4911,0.5799266804856656,0.44460374575721606,0.37650298974199015,7.878100289210014,4.44765303243039,0.2844913608628209,1093.133568360936,0.025083909276872873,4.701781535986811,1097.8604338061996,50,0.09083765000104904,0.44326645135879517,0.3837433457374573,0.6838740110397339,561.4925851131708,585.4398634125162,488.6616733102045,0.2256895899772644
112501_46003,MT,512,1878233,4911,0.6112425201820922,0.47739163323820283,0.30734765100650396,8.099827563951695,4.671365251205745,0.24364894279510851,1285.0925344517455,0.022150401957333088,10.164505315944552,1295.2791901696473,50,0.10415750741958618,0.47479698061943054,0.3603087067604065,0.6861253380775452,542.14979565539,589.2099021993321,480.0111488660139,0.21622301638126373
112501_46003,MT,1024,1878233,4911,0.5879451782848089,0.450529000711267,0.35914192310213877,8.046624406417045,4.5187888221129535,0.253552389858244,2218.6909011076204,0.035911273676902056,20.613785456866026,2239.3405978381634,50,0.11214040964841843,0.49256598949432373,0.3745403289794922,0.6563100218772888,545.827381312463,589.5604368277134,399.96409870329137,0.20619280636310577
112501_46003,MT,2048,1878233,4911,0.5943779212560883,0.44833853377562427,0.3450418757989707,7.928141955731657,4.484727976144393,0.27537267468432525,5213.575872553047,0.08477630279958248,38.93047405267134,5252.591122908518,50,0.1205088421702385,0.5010977387428284,0.41159331798553467,0.6420205235481262,541.6396380742921,577.8802556198831,379.0653008670366,0.19614167511463165
112501_46003,MT,4096,1878233,4911,0.6096292918347647,0.45235482539116345,0.310999006414553,7.584207726025904,4.463865883628615,0.3368797190891505,17426.683588718995,0.2757464172318578,92.60839153407142,17519.5677266703,50,0.1360999047756195,0.5042160749435425,0.4544990658760071,0.65565425157547,472.0350982640801,503.3841277022181,380.4590873101619,0.189458429813385
