n_inducing,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,mean_train_time,mean_infer_time,mean_ip_time,mean_fold_time,total_wall_time,mean_stopped_epoch,n_predictions
4096,0.7058130034440733,0.5147518467994756,-0.07402699719605255,4.257811050138787,3.0572598381187768,0.11018833877767487,344.48588147806004,0.20774045260623097,255.59341785823926,600.2870397889055,600.2870397889055,1.0,3338
