n_inducing,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,mean_train_time,mean_infer_time,mean_ip_time,mean_fold_time,total_wall_time,mean_stopped_epoch,n_predictions
4096,0.48994108125898317,0.380797823241634,0.632518375507834,7.605857912187885,4.252028788113007,0.4217778922690604,849.0076481557917,0.45133358030579984,100.23045758204535,949.6894393181428,1899.3788786362857,1.0,7746
