n_inducing,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,mean_train_time,mean_infer_time,mean_ip_time,mean_fold_time,total_wall_time,mean_stopped_epoch,n_predictions
4096,0.5519946840354717,0.41151538706985047,0.24993029357366447,3.618625452433487,2.20841243669986,0.29354917093208777,1269.825685913985,0.3900850730327268,235.9930696678348,1506.2088406548526,4518.6265219645575,1.0,7171
