site,state,n_inducing,n_train,n_test,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,train_time,infer_time,ip_time,total_time,stopped_epoch,param_base_scale,param_summer_scale,param_winter_scale,param_seasonal_scale,param_aot_period_days,param_smog_period_days,param_residual_period_days,param_noise
108512_45780,MT,512,1879806,3338,0.7332787190317618,0.5321314271804413,-0.15924184669510932,4.377797915260541,3.2204736763311512,0.059331191139930683,1874.6173247769475,0.04572996776551008,14.19270033063367,1888.8557550753467,50,0.0365622416138649,0.34817323088645935,0.2674529254436493,0.5798364281654358,529.8914516438829,557.3806139305927,505.94481435020134,0.2086351215839386
108512_45780,MT,1024,1879806,3338,0.7416214240204583,0.5372063211683367,-0.185769900630133,4.5258403143387484,3.3029087029425983,-0.00536503429655788,2651.476132255979,0.03379577910527587,20.12665215274319,2671.6365801878273,50,0.04943779110908508,0.34587857127189636,0.3055467903614044,0.5405848026275635,524.9815336024612,576.0674610244341,408.0261796683319,0.2001022845506668
108512_45780,MT,2048,1879806,3338,0.7052981268679785,0.5101570078149349,-0.07246060597869541,4.25468816079253,3.0789840720590695,0.11149312392463262,5637.261971304193,0.06416938407346606,75.18908908497542,5712.515229773242,50,0.06253422051668167,0.32672014832496643,0.2997170090675354,0.5292654037475586,526.0952403187658,554.706234147614,353.67326482508383,0.1929328888654709
108512_45780,MT,4096,1879806,3338,0.71081019989759,0.5143751762027685,-0.08928918037278932,4.230205414198144,3.0784632931332507,0.12168917166749627,19354.133634375874,0.20923618599772453,165.9611173789017,19520.303987940773,50,0.07958123832941055,0.33521291613578796,0.320224404335022,0.5362682342529297,491.6373493102647,487.80656962678665,365.3202278901428,0.18803651630878448
105103_48308,MT,256,1881310,1834,0.49141246065711475,0.40509229613230263,0.08794223490634778,3.6963356745345055,2.198908880284724,0.07861006494373368,1671.0541462269612,0.020694675855338573,24.434097224846482,1695.508938127663,50,0.029388563707470894,0.2382662147283554,0.2627743184566498,0.6078751683235168,504.318589782622,543.3871551058767,507.7021538372568,0.2203942984342575
105103_48308,MT,512,1881310,1834,0.5074196256079629,0.42500404799174085,0.027556143320528248,3.6416926989963714,2.276547980958529,0.10565054412056063,1870.4892953177914,0.024238612037152052,15.492612251080573,1886.0061461809091,50,0.0415223054587841,0.31068459153175354,0.27570319175720215,0.5907461643218994,506.2007026499778,536.8056897728237,505.5703878701608,0.21181724965572357
105103_48308,MT,1024,1881310,1834,0.5677922820378118,0.48546362256032527,-0.21761218558339412,4.003036697877778,2.6969253804457485,-0.08063691527513273,2651.7197507680394,0.0306909061037004,21.90981025993824,2673.6602519340813,50,0.04887653514742851,0.3347479999065399,0.29049432277679443,0.5687353610992432,513.3505110615174,574.6682797323245,479.42428484425074,0.20204417407512665
105103_48308,MT,2048,1881310,1834,0.6306194585877108,0.5490377916420509,-0.5019820782352971,4.265324416403931,3.074673163227842,-0.2268876469621306,5683.949239615817,0.04980561602860689,41.497288590762764,5725.496333822608,50,0.061674416065216064,0.32922932505607605,0.3174379765987396,0.5111433267593384,499.58895798402733,539.2665416229611,353.41686622394457,0.1951165795326233
105103_48308,MT,4096,1881310,1834,0.6449068273291859,0.565538225240297,-0.5708111135169205,4.348208747630479,3.191939226179632,-0.2750330053619954,19501.597548243124,0.15005174279212952,73.58352855686098,19575.331128542777,50,0.08240198343992233,0.3020898997783661,0.3282581567764282,0.5315184593200684,489.82770850673995,484.09411496037274,351.3139665542109,0.1900295466184616
112501_46003,MT,256,1878233,4911,0.587605486996718,0.4542948539650505,0.3598822336828944,7.894804041353908,4.507765829945311,0.2814539917106894,1107.7594725620002,0.017621400766074657,5.094776913989335,1112.8718708767556,50,0.033139921724796295,0.27364057302474976,0.2971585988998413,0.5970516204833984,514.4230414866622,532.8458415584092,502.0034875692991,0.2229209542274475
112501_46003,MT,512,1878233,4911,0.6203630024895799,0.4863119469143402,0.2865230049402506,8.339938807946664,4.748637835156085,0.1981417536864194,1323.7338100690395,0.021400132216513157,10.124733212869614,1333.8799434141256,50,0.03901832178235054,0.2978808283805847,0.2738417983055115,0.6125675439834595,507.4098761006101,547.4804351977576,503.70352500469795,0.21304798126220703
112501_46003,MT,1024,1878233,4911,0.5882355706194496,0.4471960146938095,0.35850871361783876,7.961786927569516,4.482994333138638,0.26920936494084535,2238.3297952078283,0.03606897592544556,22.189767905976623,2260.5556320897304,50,0.04727082699537277,0.329957515001297,0.2743217945098877,0.5573700666427612,521.8962520314133,560.4289199299874,450.64769169301576,0.20370802283287048
112501_46003,MT,2048,1878233,4911,0.5914238925184867,0.44328425230843843,0.35153591674004436,7.806311358433471,4.434204798760841,0.2974720451937266,5564.069369918201,0.08312239916995168,38.031303172931075,5602.183795490302,50,0.06084028258919716,0.3369410037994385,0.30046865344047546,0.5159075260162354,520.9831764438374,556.5755118362199,356.88023372352853,0.19627588987350464
112501_46003,MT,4096,1878233,4911,0.5873100668444776,0.43804727304761054,0.36052571355495455,7.638848532741225,4.363363564800334,0.32729033251443884,19396.47162721306,0.2755916309542954,79.64601363893598,19476.39323248295,50,0.08020009845495224,0.3275051712989807,0.3421725928783417,0.5352503061294556,481.14803975403197,482.76904793114613,353.7417729491214,0.1914600431919098
