n_inducing,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,mean_train_time,mean_infer_time,mean_ip_time,mean_fold_time,total_wall_time,mean_stopped_epoch,n_predictions
4096,0.49556779894779873,0.3853486225521424,0.1798825263195789,3.205294412802177,1.6469746364719455,0.273989476517717,343.3580645676702,0.15255220979452133,74.70924657396972,418.21986335143447,418.21986335143447,1.0,1999
