timestamp,experiment,operation,n_train,n_features,n_epochs,kernel,elapsed_seconds,n_test,batch_size,n_folds
2026-02-08T19:35:27.914688,baseline_random_split,training,2000.0,16,100.0,RBF_ARD,3.0482397377491,,,
2026-02-08T19:35:31.067357,baseline_random_split,inference,2000.0,16,,,0.0791555326431989,1511.0,500.0,
2026-02-08T19:36:36.901326,loso_cv,loso_cv_total,,16,50.0,,45.5390982478857,,,28.0
2026-02-08T19:37:05.013040,spatial_cv,spatial_cv_total,,16,50.0,,8.484749445691705,,,5.0
2026-02-10T14:45:12.636565,baseline_random_split,training,2000.0,16,100.0,RBF_ARD,3.316486058756709,,,
2026-02-10T14:45:16.055818,baseline_random_split,inference,2000.0,16,,,0.0809254888445139,1511.0,500.0,
2026-02-10T18:55:48.904301,loso_cv,loso_cv_total,,16,50.0,,41.38875912502408,,,28.0
