site,state,n_inducing,n_train,n_test,rmse_log,mae_log,r2_log,rmse_orig,mae_orig,r2_orig,train_time,infer_time,ip_time,total_time,stopped_epoch,param_base_scale,param_summer_scale,param_winter_scale,param_seasonal_scale,param_aot_period_days,param_smog_period_days,param_residual_period_days,param_noise
108512_45780,MT,4096,1879806,3338,0.6887368622763688,0.5084116516292503,-0.02268654704508788,4.235149748041544,2.997116646837873,0.11963480342031119,351.6702032452449,0.20810680696740746,107.98104068916291,459.85935074137524,1,0.4591245651245117,0.6452897787094116,0.6156210899353027,0.68825364112854,395.7491641154818,403.27883384072044,390.8105820922368,0.7994116544723511
