fold,site,n_train,n_test,train_time,infer_time,fold_time,years,model
14,109455_47049,2000,722,1.3553527612239122,0.0591135919094085,1.418640062212944,2018-2019,
15,107862_48318,2000,726,1.3523914199322462,0.0590455252677202,1.4155734945088625,2018-2019,
16,104677_47868,2000,704,1.3213774934411049,0.0586862359195947,1.3840803001075983,2018-2019,
17,108720_47582,2000,222,1.3222287446260452,0.0587315149605274,1.3852382935583591,2018-2019,
18,113997_48510,2000,221,1.3569060917943716,0.059213813394308,1.4217927176505327,2018-2019,
19,111712_46826,2000,147,1.350026659667492,0.0584576204419136,1.4125339314341545,2018-2019,
20,113155_47122,2000,223,1.350386068224907,0.0586059596389532,1.4132694378495216,2018-2019,
21,114001_45860,2000,236,1.3549157585948706,0.0587180107831954,1.418567331507802,2018-2019,
22,115672_47955,2000,218,1.3532029800117016,0.0583292003720998,1.4154494237154722,2018-2019,
23,104476_48487,2000,216,1.3516300842165947,0.0593898650258779,1.4154299888759851,2018-2019,
24,114270_47773,2000,211,1.358120296150446,0.0583245437592268,1.4204295352101326,2018-2019,
25,105103_48308,2000,198,1.3503847029060123,0.0594216883182525,1.4137980993837118,2018-2019,
26,106557_45648,2000,235,1.3538718279451132,0.0584367960691452,1.416300954297185,2018-2019,
27,113484_47177,2000,728,1.358824901282787,0.0583760477602481,1.4212644416838884,2018-2019,
0,115553_48392,2000,361,2.83653743751347,0.1012219078838825,3.203328091651201,2019,
1,114021_46842,2000,362,1.636789444833994,0.0867857001721859,1.7287683710455894,2019,
2,114158_46244,2000,364,1.607341252267361,0.0878215171396732,1.698784215375781,2019,
3,115324_47594,2000,362,1.587770488113165,0.0866451095789671,1.679788975045085,2019,
4,112501_46003,2000,365,1.6304588615894318,0.0842763558030128,1.718318136408925,2019,
5,111092_44658,2000,361,1.628702798858285,0.0871934331953525,1.7194695435464382,2019,
6,113484_47177,2000,365,1.6191201340407133,0.0877586957067251,1.7105167526751757,2019,
7,112013_46659,2000,365,1.6098830047994852,0.0880044996738433,1.7015250325202942,2019,
8,111303_47494,2000,365,1.6013289149850607,0.0871698092669248,1.692515643313527,2019,
9,111056_45684,2000,352,1.6074833031743765,0.086318302899599,1.6975979078561068,2019,
10,114224_47013,2000,365,1.6240471247583628,0.0873408783227205,1.7158182933926582,2019,
11,105370_45440,2000,362,1.611281143501401,0.0878171809017658,1.7025296241044998,2019,
12,106490_45366,2000,357,1.6013469863682983,0.0880199801176786,1.6928930580615995,2019,
13,114189_48364,2000,361,1.609653290361166,0.0878974385559558,1.702077589929104,2019,
14,111987_46850,2000,346,1.59258664958179,0.0887423083186149,1.6848202627152205,2019,
15,109455_47049,2000,357,1.6024712789803743,0.0860557351261377,1.6920440550893543,2019,
16,107862_48318,2000,365,1.6179648451507092,0.08835487999022,1.7097695488482714,2019,
17,104677_47868,2000,365,1.604051288217306,0.0876500252634286,1.696065390482545,2019,
18,113155_47122,2000,110,1.622234908863902,0.0878721829503774,1.7137238904833794,2019,
19,114001_45860,2000,118,1.6224324945360422,0.0887557584792375,1.7148312032222748,2019,
20,115672_47955,2000,106,1.6043659932911396,0.0891294591128826,1.6974677443504331,2019,
21,114270_47773,2000,93,1.6447197832167149,0.0872020442038774,1.7354677617549896,2019,
22,106557_45648,2000,120,1.6189987603574991,0.0877049956470727,1.7109329421073198,2019,
23,105103_48308,2000,93,1.6166875921189785,0.0880164224654436,1.7082526739686728,2019,
24,111712_46826,2000,94,1.6117577198892832,0.087849723175168,1.703432630747557,2019,
25,108720_47582,2000,107,1.6144150476902723,0.0890024397522211,1.7081661485135555,2019,
26,113997_48510,2000,106,1.5998186841607094,0.0870151240378618,1.6912239585071802,2019,
27,104476_48487,2000,104,1.60728775896132,0.0888259634375572,1.6996434796601534,2019,
0,115553_48392,2000,726,2.986495865508914,0.1024431865662336,3.3660515639930964,2018-2019,
1,114021_46842,2000,727,1.7322465777397156,0.0874246805906295,1.826984634622932,2018-2019,
2,114158_46244,2000,715,1.7256608624011278,0.0876650083810091,1.8202676605433223,2018-2019,
3,115324_47594,2000,719,1.72033972106874,0.0862842425704002,1.8113353829830885,2018-2019,
4,112501_46003,2000,730,1.6265319772064686,0.0876981783658266,1.7209360674023628,2018-2019,
5,111092_44658,2000,721,1.619991960003972,0.0858797337859869,1.711465548723936,2018-2019,
6,112013_46659,2000,730,1.605960663408041,0.0865712910890579,1.6981070209294558,2018-2019,
7,111303_47494,2000,727,1.6069713793694973,0.0853750333189964,1.697418138384819,2018-2019,
8,111056_45684,2000,710,1.617487045004964,0.0864575430750846,1.7107705995440483,2018-2019,
9,114224_47013,2000,697,1.6138000413775444,0.086410554125905,1.7051796801388264,2018-2019,
10,105370_45440,2000,727,1.6037101428955791,0.0845546070486307,1.6935515981167557,2018-2019,
11,106490_45366,2000,707,1.6056839041411877,0.0852224975824356,1.6964576356112957,2018-2019,
12,114189_48364,2000,726,1.6086377054452896,0.0862700548022985,1.700463680550456,2018-2019,
13,111987_46850,2000,711,1.6107986718416214,0.086958734318614,1.7026191223412752,2018-2019,
14,109455_47049,2000,722,1.5957497488707304,0.0879663806408643,1.6885884460061789,2018-2019,
15,107862_48318,2000,726,1.6105475760996342,0.0871087238192558,1.7023938968777657,2018-2019,
16,104677_47868,2000,704,1.610278122127056,0.0875499825924635,1.7041327487677336,2018-2019,
17,108720_47582,2000,222,1.610924769192934,0.0875137522816658,1.7033963073045015,2018-2019,
18,113997_48510,2000,221,1.6155977081507444,0.0871727149933576,1.7076616678386929,2018-2019,
19,111712_46826,2000,147,1.6063593085855246,0.0869549643248319,1.698102291673422,2018-2019,
20,113155_47122,2000,223,1.6230380330234766,0.086551608517766,1.7149349246174097,2018-2019,
21,114001_45860,2000,236,1.6111213713884354,0.0878638140857219,1.7047610264271498,2018-2019,
22,115672_47955,2000,218,1.606986664235592,0.087121944874525,1.6995764169842005,2018-2019,
23,104476_48487,2000,216,1.612314861267805,0.0866605155169963,1.7050586491823196,2018-2019,
24,114270_47773,2000,211,1.6174455005675554,0.0877246856689453,1.7096024937927723,2018-2019,
25,105103_48308,2000,198,1.6055073961615562,0.0871053654700517,1.6991377640515566,2018-2019,
26,106557_45648,2000,235,1.6122675240039823,0.0878978464752435,1.7048739194869995,2018-2019,
27,113484_47177,2000,728,1.387689996510744,0.0575036648660898,1.449878554791212,2018-2019,
0,115553_48392,4000,726,2.9707359671592712,0.1206805314868688,3.4788656756281853,2018-2019,
1,114021_46842,4000,727,1.4298859722912312,0.1136150658130645,1.5575154516845942,2018-2019,
2,114158_46244,4000,715,2.473543241620064,0.1617665756493806,2.645472718402744,2018-2019,
3,115324_47594,4000,719,2.2393109779804945,0.1006207428872585,2.347139157354832,2018-2019,
4,112501_46003,4000,730,1.719755444675684,0.0967894084751606,1.8225741796195507,2018-2019,
5,111092_44658,4000,721,1.8142022266983984,0.1048550605773925,1.9245290756225584,2018-2019,
6,112013_46659,4000,730,1.7656328976154327,0.1030253116041421,1.875303100794553,2018-2019,
7,111303_47494,4000,727,1.4507129564881325,0.0658498834818601,1.5224153362214563,2018-2019,
8,111056_45684,4000,710,1.2531038019806149,0.0584854055196046,1.3169689867645502,2018-2019,
9,114224_47013,4000,697,1.313869196921587,0.0595473404973745,1.3787282332777977,2018-2019,
10,105370_45440,4000,727,1.3082675263285637,0.0597199313342571,1.3742553871124985,2018-2019,
11,106490_45366,4000,707,1.2799117732793093,0.0594389140605926,1.3450288474559784,2018-2019,
12,114189_48364,4000,726,1.292260406538844,0.0604142919182777,1.3587658107280731,2018-2019,
13,111987_46850,4000,711,1.3185166139155626,0.0598181448876857,1.3835796434432268,2018-2019,
14,109455_47049,4000,722,1.255040979012847,0.0593188442289829,1.321202302351594,2018-2019,
15,107862_48318,4000,726,1.2986562754958868,0.0588299687951803,1.362938068807125,2018-2019,
16,104677_47868,4000,704,1.3249854557216167,0.0588424764573574,1.3913167361170051,2018-2019,
17,108720_47582,4000,222,1.2840803992003202,0.0586587246507406,1.3480919748544693,2018-2019,
18,113997_48510,4000,221,1.3048266004770994,0.05974399484694,1.3711105585098269,2018-2019,
19,111712_46826,4000,147,1.2555080372840166,0.0594337880611419,1.3199490364640951,2018-2019,
20,113155_47122,4000,223,1.277494378387928,0.059416389092803,1.3423813581466677,2018-2019,
21,114001_45860,4000,236,1.2845845241099596,0.0595776792615652,1.3500590045005083,2018-2019,
22,115672_47955,4000,218,1.309706648811698,0.0592541024088859,1.373969612643123,2018-2019,
23,104476_48487,4000,216,1.3056065626442432,0.0583006087690591,1.3701949212700129,2018-2019,
24,114270_47773,4000,211,1.2544201780110598,0.0581034142524004,1.3176871370524168,2018-2019,
25,105103_48308,4000,198,1.254695551469922,0.0591238234192132,1.3194059245288372,2018-2019,
26,106557_45648,4000,235,1.2806218024343252,0.0589004922658205,1.3445430528372526,2018-2019,
27,113484_47177,4000,728,1.2630037739872932,0.0590776409953832,1.3274431992322206,2018-2019,
0,115553_48392,4000,726,3.1224128250032663,0.0902462713420391,3.584712101146579,2018-2019,periodic_rbf
1,114021_46842,4000,727,1.858129195868969,0.0738375522196292,1.9468190800398588,2018-2019,periodic_rbf
2,114158_46244,4000,715,1.9221819508820768,0.07658083550632,2.006716065108776,2018-2019,periodic_rbf
3,115324_47594,4000,719,1.9521291982382536,0.0769733674824237,2.035801576450467,2018-2019,periodic_rbf
4,112501_46003,4000,730,1.9513538759201765,0.075805252417922,2.0336119271814823,2018-2019,periodic_rbf
5,111092_44658,4000,721,1.8591388892382383,0.0739539265632629,1.9394830670207737,2018-2019,periodic_rbf
6,112013_46659,4000,730,1.960403855890036,0.0755604654550552,2.0421591624617577,2018-2019,periodic_rbf
7,111303_47494,4000,727,1.9282468669116497,0.0766381714493036,2.012396341189742,2018-2019,periodic_rbf
8,111056_45684,4000,710,1.925003793090582,0.0759569890797138,2.0081556476652622,2018-2019,periodic_rbf
9,114224_47013,4000,697,1.928581565618515,0.0770814660936594,2.0116110648959875,2018-2019,periodic_rbf
10,105370_45440,4000,727,1.9342408515512943,0.0748749412596225,2.015170283615589,2018-2019,periodic_rbf
11,106490_45366,4000,707,1.925495060160756,0.0771191474050283,2.008838238194585,2018-2019,periodic_rbf
12,114189_48364,4000,726,1.9307007789611816,0.0774288289248943,2.015427432954312,2018-2019,periodic_rbf
13,111987_46850,4000,711,2.046427495777607,0.0778039284050464,2.1306411139667034,2018-2019,periodic_rbf
14,109455_47049,4000,722,2.0245113130658865,0.0742105692625045,2.104945816099644,2018-2019,periodic_rbf
15,107862_48318,4000,726,1.929042061790824,0.0789107680320739,2.0145385693758726,2018-2019,periodic_rbf
16,104677_47868,4000,704,1.9268902018666267,0.0768880564719438,2.0096506383270025,2018-2019,periodic_rbf
17,108720_47582,4000,222,1.9264207072556017,0.0764766782522201,2.0098868310451508,2018-2019,periodic_rbf
18,113997_48510,4000,221,1.9293759651482103,0.0776337850838899,2.013423563912511,2018-2019,periodic_rbf
19,111712_46826,4000,147,1.929757418110967,0.0770986191928386,2.0122323483228683,2018-2019,periodic_rbf
20,113155_47122,4000,223,1.93140010535717,0.0770264472812414,2.0141073390841484,2018-2019,periodic_rbf
21,114001_45860,4000,236,1.9742200933396816,0.0745683684945106,2.0549526046961546,2018-2019,periodic_rbf
22,115672_47955,4000,218,1.930359343066812,0.0772415194660425,2.015471803024411,2018-2019,periodic_rbf
23,104476_48487,4000,216,1.9268274940550327,0.0764034371823072,2.0084853153675795,2018-2019,periodic_rbf
24,114270_47773,4000,211,1.926168255507946,0.0770613439381122,2.008471066132188,2018-2019,periodic_rbf
25,105103_48308,4000,198,1.9271849431097507,0.0763077270239591,2.008814115077257,2018-2019,periodic_rbf
26,106557_45648,4000,235,1.9267437066882849,0.0777403842657804,2.0113055408000946,2018-2019,periodic_rbf
27,113484_47177,4000,728,1.9279571827501056,0.0773777477443218,2.0112530514597893,2018-2019,periodic_rbf
0,115553_48392,2000,361,2.9277473129332066,0.0876171309500932,3.3480297848582268,2019,periodic_rbf
1,114021_46842,2000,362,1.669845163822174,0.0709369890391826,1.746608640998602,2019,periodic_rbf
2,114158_46244,2000,364,1.6226659137755632,0.0725584551692009,1.7013086508959532,2019,periodic_rbf
3,115324_47594,2000,362,1.618193667382002,0.0711548719555139,1.695566227659583,2019,periodic_rbf
4,112501_46003,2000,365,1.6034431885927916,0.0718989968299865,1.6795684248209,2019,periodic_rbf
5,111092_44658,2000,361,1.614607855677605,0.0717452894896268,1.691622283309698,2019,periodic_rbf
6,113484_47177,2000,365,1.601591840386391,0.0713243354111909,1.677167346701026,2019,periodic_rbf
7,112013_46659,2000,365,1.602666273713112,0.0718148425221443,1.6786566097289324,2019,periodic_rbf
8,111303_47494,2000,365,1.612832237035036,0.0717472583055496,1.688879044726491,2019,periodic_rbf
9,111056_45684,2000,352,1.6171726118773222,0.071491053327918,1.6937699653208256,2019,periodic_rbf
10,114224_47013,2000,365,1.6021724622696638,0.0720027275383472,1.678407335653901,2019,periodic_rbf
11,105370_45440,2000,362,1.6143305469304323,0.0709789656102657,1.690134979784489,2019,periodic_rbf
12,106490_45366,2000,357,1.6624932438135147,0.0717678945511579,1.7383410651236773,2019,periodic_rbf
13,114189_48364,2000,361,1.6152707524597645,0.0728028044104576,1.692479444667697,2019,periodic_rbf
14,111987_46850,2000,346,1.6063695047050714,0.0713507793843746,1.6824134439229963,2019,periodic_rbf
15,109455_47049,2000,357,1.761062601581216,0.0713942013680934,1.8366853911429644,2019,periodic_rbf
16,107862_48318,2000,365,1.682456435635686,0.0734163057059049,1.7601063698530195,2019,periodic_rbf
17,104677_47868,2000,365,1.6219844613224268,0.0717052351683378,1.6978783681988716,2019,periodic_rbf
18,113155_47122,2000,110,1.6177582014352083,0.0735386200249195,1.6955676060169935,2019,periodic_rbf
19,114001_45860,2000,118,1.6239312421530483,0.0725339669734239,1.7021815199404955,2019,periodic_rbf
20,115672_47955,2000,106,1.618875440210104,0.0712732691317796,1.6955700181424618,2019,periodic_rbf
21,114270_47773,2000,93,1.603337960317731,0.0719375927001237,1.679826823994517,2019,periodic_rbf
22,106557_45648,2000,120,1.727856246754527,0.0725254211574792,1.8046070151031013,2019,periodic_rbf
23,105103_48308,2000,93,1.6219659559428692,0.0721557810902595,1.6982003822922709,2019,periodic_rbf
24,111712_46826,2000,94,1.6163948606699703,0.0709334071725606,1.6923967525362968,2019,periodic_rbf
25,108720_47582,2000,107,1.5956614557653666,0.0711836162954568,1.6711654104292393,2019,periodic_rbf
26,113997_48510,2000,106,1.6904443092644217,0.0724847018718719,1.7671525198966265,2019,periodic_rbf
27,104476_48487,2000,104,1.608235890045762,0.0710896719247102,1.6840008031576872,2019,periodic_rbf
0,115553_48392,2000,726,2.9080868549644947,0.0852905884385109,3.3542943131178617,2018-2019,periodic_rbf
1,114021_46842,2000,727,1.6830548252910376,0.0712201315909624,1.762708866968751,2018-2019,periodic_rbf
2,114158_46244,2000,715,1.741036992520094,0.0720764882862567,1.821498226374388,2018-2019,periodic_rbf
3,115324_47594,2000,719,1.7745370250195265,0.0720756519585847,1.853366332128644,2018-2019,periodic_rbf
4,112501_46003,2000,730,1.7909751944243908,0.0725811067968607,1.8693646509200328,2018-2019,periodic_rbf
5,111092_44658,2000,721,1.7951170075684786,0.0709420442581176,1.8716566488146784,2018-2019,periodic_rbf
6,112013_46659,2000,730,1.7619119137525558,0.0702642258256673,1.841380812227726,2018-2019,periodic_rbf
7,111303_47494,2000,727,1.7568604294210672,0.0720612499862909,1.8345583602786064,2018-2019,periodic_rbf
8,111056_45684,2000,710,1.773715054616332,0.0715145152062177,1.8553236853331327,2018-2019,periodic_rbf
9,114224_47013,2000,697,1.7786372993141413,0.0711136870086193,1.8594245202839368,2018-2019,periodic_rbf
10,105370_45440,2000,727,1.7742194719612598,0.0705543719232082,1.855199284851551,2018-2019,periodic_rbf
11,106490_45366,2000,707,1.74692171998322,0.0707456395030021,1.8246117122471333,2018-2019,periodic_rbf
12,114189_48364,2000,726,1.7739429362118244,0.0708768144249916,1.8508997317403555,2018-2019,periodic_rbf
13,111987_46850,2000,711,1.7537844479084015,0.0722233317792415,1.8314664084464312,2018-2019,periodic_rbf
14,109455_47049,2000,722,1.7733302153646946,0.0719516184180975,1.8541699051857,2018-2019,periodic_rbf
15,107862_48318,2000,726,1.76276346296072,0.0726484712213277,1.842063320800662,2018-2019,periodic_rbf
16,104677_47868,2000,704,1.7699004989117384,0.0700693875551223,1.8491476196795704,2018-2019,periodic_rbf
17,108720_47582,2000,222,1.7080918978899715,0.0713615100830793,1.7845781482756138,2018-2019,periodic_rbf
18,113997_48510,2000,221,1.583053631708026,0.071250282227993,1.6592873819172382,2018-2019,periodic_rbf
19,111712_46826,2000,147,1.5999330636113882,0.0709839686751365,1.6764125432819128,2018-2019,periodic_rbf
20,113155_47122,2000,223,1.590565212070942,0.0708844754844904,1.6672875322401524,2018-2019,periodic_rbf
21,114001_45860,2000,236,1.585075855255127,0.0699653513729572,1.6626370437443256,2018-2019,periodic_rbf
22,115672_47955,2000,218,1.5785407703369856,0.0705883484333753,1.657281031832099,2018-2019,periodic_rbf
23,104476_48487,2000,216,1.5919438879936934,0.0689858198165893,1.6660158447921276,2018-2019,periodic_rbf
24,114270_47773,2000,211,1.6778410747647283,0.0709663778543472,1.7544225752353668,2018-2019,periodic_rbf
25,105103_48308,2000,198,1.5827390048652887,0.0702641494572162,1.6598799042403698,2018-2019,periodic_rbf
26,106557_45648,2000,235,1.5852569565176964,0.0706645771861076,1.661411641165614,2018-2019,periodic_rbf
27,113484_47177,2000,728,1.5998729914426804,0.0708826724439859,1.675863774493337,2018-2019,periodic_rbf
0,115553_48392,4000,726,2.723660728195682,0.105632591061294,3.0763017279095948,2018-2019,
1,114021_46842,4000,727,1.3694325601682067,0.0655035600066185,1.4751636099535972,2018-2019,
2,114158_46244,4000,715,1.8361849158536645,0.0770770490635186,1.920151530997828,2018-2019,
3,115324_47594,4000,719,1.8878822240512816,0.1007881569676101,2.0050927239935845,2018-2019,
4,112501_46003,4000,730,1.8715094910003245,0.1025642389431595,1.9967725977767257,2018-2019,
5,111092_44658,4000,721,1.9456068279687315,0.1148403380066156,2.0864878850989044,2018-2019,
6,112013_46659,4000,730,1.86290197307244,0.0627077280078083,1.937568180030212,2018-2019,
7,111303_47494,4000,727,1.292797027155757,0.0637669491115957,1.3670178540050983,2018-2019,
8,111056_45684,4000,710,1.3558779649902135,0.0624465681612491,1.437512497184798,2018-2019,
9,114224_47013,4000,697,1.3508427608758211,0.0625186271499842,1.4214929940644652,2018-2019,
10,105370_45440,4000,728,1.310523180058226,0.0633045379072427,1.3804694428108633,2018-2019,
11,106490_45366,4000,707,1.3482006769627333,0.0624663780909031,1.418667842168361,2018-2019,
12,114189_48364,4000,726,1.361750337993726,0.0621185468044132,1.4297691499814391,2018-2019,
13,111987_46850,4000,728,1.3079250259324908,0.0627142081502825,1.375871357973665,2018-2019,
14,109455_47049,4000,724,1.3356689871288836,0.062986277975142,1.4050999991595745,2018-2019,
15,107862_48318,4000,726,1.3638832580763849,0.0627855779603123,1.4352039720397445,2018-2019,
16,104677_47868,4000,704,1.357530183158815,0.0616776670794934,1.424922393867746,2018-2019,
17,108720_47582,4000,222,1.365017447853461,0.0645328890532255,1.435553921153769,2018-2019,
18,113997_48510,4000,221,1.280620233854279,0.0625468571670353,1.3491435549221933,2018-2019,
19,111712_46826,4000,147,1.2991408370435238,0.0628842068836093,1.3701583510264754,2018-2019,
20,113155_47122,4000,223,1.293869303073734,0.062988898018375,1.365474377060309,2018-2019,
21,114001_45860,4000,236,1.338205836014822,0.0643133090343326,1.4077737189363688,2018-2019,
22,115672_47955,4000,218,1.327848228160292,0.0624913570936769,1.3977919099852445,2018-2019,
23,104476_48487,4000,216,1.286242256173864,0.0625775379594415,1.3555008491966871,2018-2019,
24,114270_47773,4000,211,1.2986778751946986,0.0616850461810827,1.3665785861667246,2018-2019,
25,105103_48308,4000,198,1.297122433083132,0.0616085571236908,1.3665104061365128,2018-2019,
26,106557_45648,4000,235,1.295343820936978,0.0625846979673951,1.362754362868145,2018-2019,
27,113484_47177,4000,728,1.3402225351892412,0.0618034380022436,1.4090446480549872,2018-2019,
28,115195_48971,4000,78,1.296462242025882,0.0611060159280896,1.365698104025796,2018-2019,
29,109677_48551,4000,203,1.303799857152626,0.0629495370667427,1.3717101679649204,2018-2019,
30,112364_48607,4000,185,1.3508389119524509,0.0633417179342359,1.4205525151919574,2018-2019,
31,114096_46927,4000,6,1.2963115808088332,0.0619231360033154,1.3655468521174043,2018-2019,
0,115553_48392,4000,726,2.542013807920739,0.0784308400470763,2.924207410076633,2018-2019,
1,114021_46842,4000,727,1.295143435942009,0.0658142419997602,1.3753884388133883,2018-2019,
2,114158_46244,4000,715,1.3862581001594665,0.0665288099553436,1.4652106000576168,2018-2019,
3,115324_47594,4000,719,1.728913219179958,0.1013248898088932,1.8409087259788064,2018-2019,
4,112501_46003,4000,730,1.7961037948261946,0.1045545081142336,1.9082651119679213,2018-2019,
5,111092_44658,4000,721,1.814785277005285,0.1006700159050524,1.923382801003754,2018-2019,
6,112013_46659,4000,730,1.829394486965612,0.1020007419865578,1.9386949900072068,2018-2019,
7,111303_47494,4000,727,1.8434902681037784,0.1013475260697305,1.9504172820597887,2018-2019,
8,111056_45684,4000,710,1.5690951470751315,0.0609028080943971,1.635272254003212,2018-2019,
